Date,Open,High,Low,Close
23-February-2015,29316.58,29362.96,28913.16,28975.11,
24-February-2015,29016.55,29130.67,28875.94,29004.66,
25-February-2015,29115.32,29269.83,28967.61,29007.99,
26-February-2015,29051.90,29069.13,28693.82,28746.65,
27-February-2015,28865.12,29254.02,28837.06,29220.12,
28-February-2015,29411.33,29560.32,28882.02,29361.50,
2-March-2015,29533.42,29576.32,29259.77,29459.14,
3-March-2015,29500.19,29636.86,29364.87,29593.73,
4-March-2015,29937.27,30024.74,29289.05,29380.73,
5-March-2015,29436.77,29518.32,29162.47,29448.95,
9-March-2015,29316.54,29321.06,28799.76,28844.78,
10-March-2015,28924.06,28949.11,28584.49,28709.87,
11-March-2015,28725.75,28843.23,28608.18,28659.17,
12-March-2015,28798.61,28971.01,28772.71,28930.41,
13-March-2015,29134.93,29183.76,28448.48,28503.30,
16-March-2015,28546.31,28581.82,28384.09,28437.71,
17-March-2015,28595.00,28784.35,28435.45,28736.38,
18-March-2015,28766.87,28806.97,28546.76,28622.12,
19-March-2015,28805.22,28978.74,28411.70,28469.67,
20-March-2015,28465.44,28484.36,28209.66,28261.08,
23-March-2015,28317.29,28385.14,28163.90,28192.02,
24-March-2015,28209.33,28455.32,28130.09,28161.72,
25-March-2015,28216.09,28249.60,28031.42,28111.83,
26-March-2015,27937.62,27997.14,27384.87,27457.58,
27-March-2015,27649.78,27694.41,27248.45,27458.64,
30-March-2015,27655.79,28017.97,27624.76,27975.86,
31-March-2015,28069.85,28180.64,27868.21,27957.49,
1-April-2015,27954.86,28298.34,27889.02,28260.14,
6-April-2015,28351.94,28530.81,28221.99,28504.46,
7-April-2015,28582.33,28641.08,28274.36,28516.59,
8-April-2015,28601.49,28763.06,28566.61,28707.75,
9-April-2015,28858.42,28906.71,28622.44,28885.21,
10-April-2015,28889.27,28907.81,28756.75,28879.38,
13-April-2015,28955.13,29072.51,28843.94,29044.44,
15-April-2015,29087.25,29094.61,28721.63,28799.69,
16-April-2015,28876.23,28876.23,28497.70,28666.04,
17-April-2015,28682.97,28696.19,28403.76,28442.10,
20-April-2015,28525.65,28539.46,27802.37,27886.21,
21-April-2015,27860.51,27976.93,27598.21,27676.04,
22-April-2015,27756.68,27947.26,27385.48,27890.13,
23-April-2015,27977.27,28087.78,27621.18,27735.02,
24-April-2015,27804.58,27829.11,27344.70,27437.94,
27-April-2015,27565.49,27567.28,27141.55,27176.99,
28-April-2015,27215.61,27482.14,27073.25,27396.38,
29-April-2015,27395.71,27438.96,27176.54,27225.93,
30-April-2015,27242.05,27242.05,26897.54,27011.31,
4-May-2015,27204.63,27537.85,27159.45,27490.59,
5-May-2015,27561.32,27603.71,27338.23,27440.14,
6-May-2015,27473.36,27501.15,26677.64,26717.37,
7-May-2015,26721.34,26850.37,26423.99,26599.11,
8-May-2015,26814.38,27196.28,26814.38,27105.39,
11-May-2015,27249.42,27544.24,27231.28,27507.30,
12-May-2015,27502.91,27502.91,26837.39,26877.48,
13-May-2015,27023.71,27299.80,26750.01,27251.10,
14-May-2015,27290.17,27293.99,26948.62,27206.06,
15-May-2015,27233.90,27379.57,27159.76,27324.00,
18-May-2015,27416.97,27725.97,27370.28,27687.30,
19-May-2015,27663.08,27872.23,27574.07,27645.53,
20-May-2015,27749.30,27903.01,27743.99,27837.21,
21-May-2015,27885.36,27911.44,27712.73,27809.35,
22-May-2015,27849.54,28071.16,27828.61,27957.50,
25-May-2015,27893.25,27903.29,27614.32,27643.88,
26-May-2015,27633.66,27675.94,27473.54,27531.41,
27-May-2015,27447.40,27595.80,27363.72,27564.66,
28-May-2015,27619.31,27666.37,27354.35,27506.71,
29-May-2015,27553.03,27888.32,27467.23,27828.44,
1-June-2015,27770.79,27959.43,27737.58,27848.99,
2-June-2015,27890.73,27902.53,27146.68,27188.38,
3-June-2015,27230.68,27276.22,26698.26,26837.20,
4-June-2015,26940.64,26948.84,26551.97,26813.42,
5-June-2015,26819.82,27014.42,26718.44,26768.49,
8-June-2015,26814.31,26827.06,26472.87,26523.09,
9-June-2015,26510.29,26604.65,26438.32,26481.25,
10-June-2015,26517.32,26934.74,26493.29,26840.50,
11-June-2015,26959.98,27000.14,26348.93,26370.98,
12-June-2015,26340.32,26489.58,26307.07,26425.30,
15-June-2015,26498.67,26728.60,26307.84,26586.55,
16-June-2015,26586.86,26731.35,26379.93,26686.51,
17-June-2015,26815.41,26983.48,26728.89,26832.66,
18-June-2015,26916.99,27175.39,26910.26,27115.83,
19-June-2015,27207.76,27404.60,27202.38,27316.17,
22-June-2015,27427.19,27782.31,27417.03,27730.21,
23-June-2015,27760.11,27882.66,27666.59,27804.37,
24-June-2015,27852.32,27948.24,27647.29,27729.67,
25-June-2015,27660.22,27968.75,27635.76,27895.97,
26-June-2015,27880.72,27921.86,27675.16,27811.84,
29-June-2015,27451.07,27695.32,27209.19,27645.15,
30-June-2015,27627.39,27814.53,27570.95,27780.83,
1-July-2015,27823.65,28099.25,27799.91,28020.87,
2-July-2015,28100.38,28115.96,27906.35,27945.80,
3-July-2015,27973.12,28135.43,27897.45,28092.79,
6-July-2015,27857.20,28235.31,27774.80,28208.76,
7-July-2015,28220.11,28335.23,28084.36,28171.69,
8-July-2015,28031.45,28031.45,27635.72,27687.72,
9-July-2015,27681.49,27798.13,27540.60,27573.66,
10-July-2015,27705.36,27729.46,27530.90,27661.40,
13-July-2015,27739.32,28005.17,27635.06,27961.19,
14-July-2015,27986.92,28018.59,27853.96,27932.90,
15-July-2015,28022.14,28218.37,27986.48,28198.29,
16-July-2015,28259.70,28478.43,28245.81,28446.12,
17-July-2015,28480.92,28576.32,28417.46,28463.31,
20-July-2015,28544.28,28549.13,28319.83,28420.12,
21-July-2015,28381.82,28518.06,28138.30,28182.14,
22-July-2015,28159.42,28546.42,28070.91,28504.93,
23-July-2015,28540.97,28578.33,28315.37,28370.84,
24-July-2015,28390.50,28402.64,28083.76,28112.31,
27-July-2015,28117.65,28117.65,27529.57,27561.38,
28-July-2015,27630.21,27676.65,27416.39,27459.23,
29-July-2015,27540.46,27609.29,27470.09,27563.43,
30-July-2015,27685.82,27854.46,27649.97,27705.35,
31-July-2015,27814.51,28161.17,27814.51,28114.56,
3-August-2015,28089.09,28263.35,28071.37,28187.06,
4-August-2015,28225.04,28264.72,27866.12,28071.93,
5-August-2015,28138.04,28315.71,28135.68,28223.08,
6-August-2015,28291.88,28359.96,28163.69,28298.13,
7-August-2015,28327.11,28335.67,28193.93,28236.39,
10-August-2015,28250.78,28417.59,28017.85,28101.72,
11-August-2015,28193.26,28205.12,27825.83,27866.09,
12-August-2015,27880.76,27883.33,27479.43,27512.26,
13-August-2015,27635.25,27791.10,27496.29,27549.53,
14-August-2015,27668.06,28100.64,27643.20,28067.31,
17-August-2015,28093.54,28095.97,27739.13,27878.27,
18-August-2015,27949.13,28040.73,27747.40,27831.54,
19-August-2015,27851.81,28021.39,27721.25,27931.64,
20-August-2015,27959.19,27964.60,27564.16,27607.82,
21-August-2015,27440.10,27442.82,27131.44,27366.07,
24-August-2015,26730.40,26730.40,25624.72,25741.56,
25-August-2015,25916.26,26124.83,25298.42,26032.38,
26-August-2015,26063.27,26156.61,25657.56,25714.66,
27-August-2015,26137.03,26302.77,25943.75,26231.19,
28-August-2015,26542.84,26687.33,26270.17,26392.38,
31-August-2015,26469.42,26504.73,26215.16,26283.09,
1-September-2015,26127.04,26141.07,25579.88,25696.44,
2-September-2015,25891.95,25939.37,25395.09,25453.56,
3-September-2015,25614.69,25835.41,25555.77,25764.78,
4-September-2015,25772.58,25775.38,25119.06,25201.90,
7-September-2015,25302.98,25387.32,24851.77,24893.81,
8-September-2015,24972.01,25411.00,24833.54,25317.87,
9-September-2015,25682.87,25820.56,25553.61,25719.58,
10-September-2015,25522.96,25733.70,25287.50,25622.17,
11-September-2015,25793.77,25875.96,25530.41,25610.21,
14-September-2015,25706.87,25891.73,25531.07,25856.70,
15-September-2015,25908.34,25909.83,25649.37,25705.93,
16-September-2015,25884.05,26006.75,25816.50,25963.97,
18-September-2015,26130.36,26471.82,26130.36,26218.91,
21-September-2015,26107.98,26233.46,25972.54,26192.98,
22-September-2015,26274.37,26339.10,25571.34,25651.84,
23-September-2015,25526.53,25934.02,25386.48,25822.99,
24-September-2015,25798.05,25949.90,25670.96,25863.50,
28-September-2015,25922.71,25936.89,25593.56,25616.84,
29-September-2015,25496.38,26054.37,25287.33,25778.66,
30-September-2015,25986.52,26179.70,25918.21,26154.83,
1-October-2015,26344.19,26431.80,26168.71,26220.95,
5-October-2015,26379.42,26822.42,26375.31,26785.55,
6-October-2015,26976.66,27010.27,26751.25,26932.88,
7-October-2015,26966.86,27082.28,26877.51,27035.85,
8-October-2015,27116.86,27120.11,26762.36,26845.81,
9-October-2015,26974.92,27200.44,26910.59,27079.51,
12-October-2015,27242.60,27305.04,26855.75,26904.11,
13-October-2015,26874.29,26918.52,26719.10,26846.53,
14-October-2015,26760.32,26869.08,26713.28,26779.66,
15-October-2015,26842.19,27037.95,26836.77,27010.14,
16-October-2015,27062.80,27239.22,26917.12,27214.60,
19-October-2015,27305.62,27387.91,27246.79,27364.92,
20-October-2015,27402.90,27432.07,27216.40,27306.83,
21-October-2015,27312.35,27445.24,27190.55,27287.66,
23-October-2015,27466.64,27555.06,27421.71,27470.81,
26-October-2015,27575.04,27618.14,27318.20,27361.96,
27-October-2015,27291.06,27296.30,27209.52,27253.44,
28-October-2015,27131.71,27163.98,26919.96,27039.76,
29-October-2015,27083.70,27099.11,26794.10,26838.14,
30-October-2015,26878.48,26942.29,26585.20,26656.83,
2-November-2015,26641.69,26824.30,26378.26,26559.15,
3-November-2015,26660.71,26732.24,26514.48,26590.59,
4-November-2015,26704.02,26800.06,26510.31,26552.92,
5-November-2015,26557.80,26557.80,26243.20,26304.20,
6-November-2015,26284.01,26438.86,26190.18,26265.24,
9-November-2015,25809.00,26193.17,25656.90,26121.40,
10-November-2015,26094.09,26094.09,25709.23,25743.26,
11-November-2015,25934.90,25944.93,25853.42,25866.95,
13-November-2015,25724.09,25724.09,25540.73,25610.53,
16-November-2015,25580.15,25866.42,25451.42,25760.10,
17-November-2015,25897.88,25948.20,25732.79,25864.47,
18-November-2015,25837.71,25890.36,25453.32,25482.52,
19-November-2015,25640.34,25884.52,25603.10,25841.92,
20-November-2015,25856.13,26058.76,25769.81,25868.49,
23-November-2015,25945.14,25958.04,25747.01,25819.34,
24-November-2015,25785.61,25901.56,25703.86,25775.74,
26-November-2015,25769.81,26016.04,25769.81,25958.63,
27-November-2015,26003.20,26184.65,25937.32,26128.20,
30-November-2015,26142.53,26231.06,26089.13,26145.67,
1-December-2015,26201.27,26246.02,26121.52,26169.41,
2-December-2015,26239.39,26256.42,26041.68,26117.85,
3-December-2015,26123.86,26123.86,25857.35,25886.62,
4-December-2015,25810.06,25810.06,25623.71,25638.11,
7-December-2015,25746.03,25785.53,25477.69,25530.11,
8-December-2015,25488.42,25542.47,25256.79,25310.33,
9-December-2015,25299.34,25316.95,25012.22,25036.05,
10-December-2015,25136.71,25289.58,25034.14,25252.32,
11-December-2015,25281.77,25316.14,24930.43,25044.43,
14-December-2015,24935.60,25194.15,24867.73,25150.35,
15-December-2015,25186.68,25342.78,25075.54,25320.44,
16-December-2015,25402.47,25572.90,25372.47,25494.37,
17-December-2015,25596.63,25831.31,25448.32,25803.78,
18-December-2015,25764.67,25789.51,25481.51,25519.22,
21-December-2015,25425.32,25757.84,25413.54,25735.90,
22-December-2015,25731.07,25787.21,25485.17,25590.65,
23-December-2015,25697.66,25875.27,25689.70,25850.30,
24-December-2015,25893.84,25922.47,25763.40,25838.71,
28-December-2015,25858.52,26073.41,25856.86,26034.13,
29-December-2015,26075.68,26133.78,25994.45,26079.48,
30-December-2015,26123.87,26130.20,25939.25,25960.03,
31-December-2015,25980.86,26147.63,25941.91,26117.54,
